quote_no;productid;quantity;listprice;product_no;productname
QUO7814;4797;1;41000;PRO1691;BSD-CONSULTATION
QUO7815;7160;1;1200;PRO2234;ISNSC SSL CERTIFICATE
QUO7815;5424;1;700;PRO1932;BPS-CONSULTATION
QUO7816;7337;1;19126;PRO2296;HP 1/8 G2 LTO-4 Ultrium 1760 SAS
QUO7816;7334;1;1200;PRO2295;HP 1U Autoloader Rack Kit
QUO7816;7338;1;684;PRO2297;HP SC08Ge (SAS) Host Bus Adapter
QUO7816;4992;1;892;PRO1757;HP SC11Xe HBA
QUO7817;7338;1;1000;PRO2297;HP SC08Ge (SAS) Host Bus Adapter
QUO7818;7341;1;2818;PRO2298;Standalone Fingerprint
QUO7818;7342;1;1898;PRO2299;One time Access Control Device Installation
QUO7818;7343;1;150;PRO2300;Push or Release Button
QUO7818;7344;1;173;PRO2301;Wireless Door Bell for Visitors or unregstrd users
QUO7818;7345;1;10;PRO2302;Contactless Rewrittable Printable Smart Cards
QUO7818;7346;1;0;PRO2303;Electromagnetic Lock unit with External relay
QUO7818;7347;1;0;PRO2304;Door Lock Bracket and External Relay Circuit
QUO7818;7348;1;87;PRO2305;Regulator Power Supply
QUO7818;7349;1;0;PRO2306;Cables
QUO7818;7350;1;1460;PRO2307;UPS Battery Backup for 12 Hrs.
QUO7818;7351;1;288;PRO2308;Attendance Software Installation and Training
QUO7819;5600;1;5500;PRO1954;TI-Technical Assistance
QUO7820;5600;1;900;PRO1954;TI-Technical Assistance
QUO7821;5791;1;370;PRO1994;2GB DDR2 RAM
QUO1;5323;1;55;PRO1911;1 GB DDR2 667 Mhz (Transcend)
QUO7822;7656;1;444;PRO2312;Display : 17in E1709W
QUO7822;7657;1;618;PRO2313;Display : 17in E170S
QUO7822;7659;1;792;PRO2315;Display : 17in P170S
QUO7822;7661;1;4018;PRO2317;Dell™ OptiPlex™ 780 Mini Tower
QUO7823;7663;3;11500;PRO2319;PowerEdge R310 Rack
QUO7823;7664;6;13000;PRO2320;PowerEdge R510 Rack
QUO7824;7671;1;250;PRO2322;TI-Technical Assistance
QUO7825;7685;3;495;PRO2334;"Samsung LCD monitor ""19"
QUO7825;7684;1;1790;PRO2333;Full Assembled PC
QUO7825;7683;1;3780;PRO2332;HP Compaq 8100 Elite Convertible Minitower PC
QUO7825;7676;1;3900;PRO2325;CLj 5550n        28ppm A4, 14ppm A3
QUO7826;7677;1;1431.86;PRO2326;HP TFT7600 ITL Rckmount Keyboard Monitor
QUO7826;7678;1;2631.38;PRO2327;HP 0x2x8 KVM Svr Cnsl G2 SW
QUO7826;7679;1;2824.58;PRO2328;HP IP Console 8 pack Interface Adapter
QUO7826;7680;1;4907.28;PRO2329;APC Smart-UPS On-Line, 2100 Watts / 3000 VA
QUO7826;7681;1;515;PRO2330;WD My Book Essential 2 Tb External Hard drive
QUO7826;7682;1;4575;PRO2331;Fingerprint, Card & Pin Based Access Control Syste
QUO7827;3197;12;2200;PRO1552;Service Level Agreement-Secondo
QUO7828;4592;1;44160;PRO1650;BSD-INTELLECT-HD
QUO7828;7716;1;5550;PRO2338;INTELLECT-HD-Asset Management
QUO7828;7126;500;50;PRO2218;INTELLECT-HD Agent License
QUO7828;4593;1;41300;PRO1651;BSD-IMPLEMENTATION FEES
QUO7829;5719;16;50;PRO1978;Trend Micro-Worry-Free Business Security v6.x, Sta
QUO7830;5681;10;1190;PRO1973;HP LaserJet M1319F
QUO7830;5389;15;590;PRO1928;HP LAserJet 1006
QUO7830;2349;25;450;PRO1465;Acer LCD Monitor 17#
QUO7830;7759;50;250;PRO2342;HP toner 435A Black
QUO7830;4881;15;560;PRO1718;WIN XP PROF SP3 ENGLISH
QUO7831;7671;2;900;PRO2322;TI-Technical Assistance
QUO7832;7789;1;850;PRO2345;Nortel Telephone service charge
QUO7833;114;1;1000;PRO13;Website CMS Training
QUO7834;7855;10;105;PRO2346;ESET NOD32 Business Edition -  Renewal
QUO7834;7856;30;140;PRO2347;ESET NOD32 Business Edition
QUO7835;6261;12;2300;PRO2074;TI-SLA
QUO7836;8045;1;3950;PRO2348;ISNSC Multi-Domain SSL
QUO7836;8046;10;50;PRO2349;ISNSC SSL Email Certificate
QUO7836;4593;1;9500;PRO1651;BSD-IMPLEMENTATION FEES
QUO7837;4592;1;22080;PRO1650;BSD-INTELLECT-HD
QUO7837;7716;1;5550;PRO2338;INTELLECT-HD-Asset Management
QUO7837;7126;100;50;PRO2218;INTELLECT-HD Agent License
QUO7837;4593;1;37300;PRO1651;BSD-IMPLEMENTATION FEES
QUO7838;7041;1;12500;PRO2175;ASA 5510 Security
QUO7838;3153;1;4500;PRO1536;TI-System Installation and Configuration
QUO7839;6576;1;25000;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7840;6576;1;20000;PRO2099;SCA COMPLIANCY EXTERNAL AUDIT
QUO7840;5593;1;12610;PRO1953;CERTIFIED SECURITY AUDIT
QUO7840;1916;1;12000;PRO1302;ASA 5505 VPN Edition w/ 25 SSL Users, 50 Firewall 
QUO7840;5969;2;14600;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7840;5553;1;2000;PRO1939;Managed Co-location
QUO7840;6615;1;3312;PRO2103;Managed Co-location-1x Server
QUO7840;8133;1;15000;PRO2351;Business Professional Services
QUO7840;6487;1;3700;PRO2089;MS SQL 2008 Standard Edition
QUO7841;6261;12;1500;PRO2074;TI-SLA
QUO7842;8146;1;21900;PRO2355;Nikon Camera D3S
QUO7842;8144;1;4250;PRO2353;Sony Vaio
QUO7842;5907;1;620;PRO2003;1TB WD External HDD 2.5 USB
QUO7842;8143;1;2890;PRO2352;Hitachi 42' LCD TV
QUO7842;8145;1;16000;PRO2354;Canon CamCorder
QUO7842;8147;1;33000;PRO2356;Canon EOS-1DS Mark III
QUO7842;8150;1;6860;PRO2357;Fujitsu Fi-6140 VRS Pro Departmental Scanner
QUO7842;8151;1;8790;PRO2358;Fujitsu Fi-6230 VRS PRO Color Imaging Scanner
QUO7843;6976;1;2238;PRO2135;600 Series Software for 16 Doors and 2 Clients
QUO7843;8161;4;626;PRO2359;P-300 Cascade Proximity Reader
QUO7843;8162;1;2296;PRO2360;8 Door Controller Metal Cabinet
QUO7843;6978;2;1980;PRO2137;600 Controller CPU Rev H Board
QUO7843;6979;1;1522;PRO2138;600 Dual Port Reader Interface Rev. E Board
QUO7843;8163;1;550;PRO2361;2 Channel Receiver
QUO7843;8164;1;290;PRO2362;2 Channel 433.92MHz Rolling Code Transmitter
QUO7843;8165;2;90;PRO2363;Stainless Steel Push Button
QUO7843;8166;1;634;PRO2364;12v, 3a, PSU, Box size B, Multi Indicator
QUO7843;8167;1;120;PRO2365;Battery 12V 7Amp
QUO7843;8168;1;250;PRO2366;12V 12Amp Battery
QUO7843;6994;1;255;PRO2153;ALARM CABLES 8X0,22mmq BOXES,100mtr, shielded
QUO7843;8170;1;165;PRO2367;CABLES 4X0,22mmq BOXES,100mtr, shielded
QUO7843;8171;1;5011;PRO2368;Miscellanies Works & Installation
QUO7843;8172;1;16;PRO2369;PSI-4 ISO Image Technology Prox Card
QUO7844;8046;100;50;PRO2349;ISNSC SSL Email Certificate
QUO7844;8189;100;276;PRO2370;Cyberoam Endpoint Data Protection
QUO7844;4593;1;20000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7845;4592;1;22080;PRO1650;BSD-INTELLECT-HD
QUO7845;7716;1;5550;PRO2338;INTELLECT-HD-Asset Management
QUO7845;7126;100;50;PRO2218;INTELLECT-HD Agent License
QUO7845;4593;1;37300;PRO1651;BSD-IMPLEMENTATION FEES
QUO7846;7213;2;11500;PRO2252;BPS-SYSTEM ENGINEER
QUO7847;109;1;250;PRO9;TI-System Installation
QUO7848;8266;1;900;PRO2372;HP 2GB FBD PC2-5300 2x1GB Kit
QUO7849;8277;16;50;PRO2373;Trend Micro - Worry-Free Business Security v9
QUO7850;4592;1;22080;PRO1650;BSD-INTELLECT-HD
QUO7850;7716;1;5550;PRO2338;INTELLECT-HD-Asset Management
QUO7850;7126;100;50;PRO2218;INTELLECT-HD Agent License
QUO7850;4593;1;20000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7851;8303;1;3450;PRO2374;HP Color LaserJet CM3530 mfp
QUO7852;8316;2;2250;PRO2375;500GB SAS hard drive - 7,200RPM, dual port, Small
QUO7853;8352;20;130;PRO2376;Trend Micro-Worry-Free Business Security v7.x, Sta
QUO7854;8361;1;1200;PRO2377;IPO IP500 V2 Control Unit
QUO7854;8362;1;1175;PRO2378;Combination Card ATM-Avaya R6 V2
QUO7854;8363;1;115;PRO2379;IPO IP500 V2 SYS SD Card AL
QUO7854;8364;1;1950;PRO2380;IPO IP500 TRNK PRI UNVRSL SNGL
QUO7854;8365;1;160;PRO2381;IPO IP500 Rack Mount Kit
QUO7854;8366;1;25;PRO2382;IPO-PWR Lead (Earthed)EU CEE 7/7
QUO7854;8367;1;2820;PRO2383;IPO LIC R6 AV IP ENDPOINT 20
QUO7854;8368;1;360;PRO2384;IP Telephone (Model 1616-i)
QUO7854;8369;20;310;PRO2385;IP Telephone (Model 1608-i)
QUO7854;8370;1;5250;PRO2386;IP LIC PREFRD (VM PRO)RFA LIC:DS-4 ports
QUO7854;7190;1;1000;PRO2244;AVAYA IP-R6V2 Installation & programming.
QUO7854;5989;1;2200;PRO2034;Linksys 24 port rack mounted
QUO7854;8385;1;3599;PRO2387;Call Recording for All Users
QUO7855;8414;9000;24;PRO2394;SM FO Outdoor Armourd HDPE 48 Fiber
QUO7855;8415;2000;10;PRO2395;SM FO Outdoor Armourd HDPE 12 Fiber
QUO7855;8416;5000;8.5;PRO2396;SM FO Outdoor Armourd HDPE 4 Fiber
QUO7855;8419;109;820;PRO2399;FO Patch Panel,24xSCD Loaded,SM,1U Black 300mm
QUO7855;8420;2616;32.75;PRO2400;FO Pigtail,SC/PC tuned,9/125 um
QUO7855;8421;218;95.43;PRO2401;FO Splice Tray for 24 SMOUV
QUO7855;8422;152;135;PRO2402;LC-SC Fiber patch Cord SM9/125-OS1-3M Duplex
QUO7855;8423;82;430;PRO2403;Cable Cat6 UTP 4 pair -PVC White-Box/305m
QUO7855;8472;27;327.86;PRO2422;FO SMOUV protector kit of 100 pieces
QUO7856;8431;8100;25;PRO2408;Belden 48F, SM, Double LSZH, CST ARMOR, MLT 4x12
QUO7856;8432;1440;9.5;PRO2409;Belden 12F,S.MODE,SINGLE-TUBE,CST ARMOR,LSZH
QUO7856;8433;4655;7;PRO2410;Belden 4F,S.MODE,SINGLE-TUBE,CST ARMOR,LSZH
QUO7856;8409;109;350;PRO2392;Panduit 24 Port Fiber Patch Panel
QUO7856;8434;109;100;PRO2411;Panduit Fiber Adapter Patch Panel
QUO7856;8435;436;330;PRO2412;Panduit SC FAP LOADED WITH SIX SC DUPLEX SINGLEMOD
QUO7856;8436;152;135;PRO2413;Panduit SC TO LC Single Mode Simplex PACTH CORD
QUO7856;8407;82;428;PRO2390;Panduit CAT 6 4 Pair UTP Cable (305mtr/roll)
QUO7857;8425;1;9999;PRO2404;Nikon D700 Camera- Body only
QUO7857;8427;1;1999;PRO2406;Nikkor AF -S  lens 50mm 1.4 ED
QUO7857;8426;1;7499;PRO2405;Nikkor AF-S Zoom 24-7mmf/2.8G ED
QUO7857;8428;1;2199;PRO2407;Speed Light Flash SB-900
QUO7858;8439;1;1880;PRO2414;HP B500
QUO7859;8453;1;4300;PRO2416;ML110-G6 X3430
QUO7859;5976;1;2800;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7859;109;1;900;PRO9;TI-System Installation
QUO7860;8460;16;6648.94;PRO2417;FO Cable, Int/Ext Rodent GY, 24 fiber
QUO7860;8461;109;632.61;PRO2418;FO Patch Panel, Rack Mount
QUO7860;8462;152;145.02;PRO2419;FO C/A LC/SC (DPX) 62.5/125 OM1, 3m
QUO7860;8463;82;531.28;PRO2420;Cable Cat.6 UTP 4 pair - PVC White - Box/305m
QUO7861;8439;5;1450;PRO2414;HP B500
QUO7861;8469;5;470;PRO2421;LCD Monitor 18.5
QUO7862;8362;1;1650;PRO2378;Combination Card ATM-Avaya R6 V2
QUO7863;8487;6;12650;PRO2425;HP DL380 G7 SFF Svr E5620
QUO7863;8488;6;2511;PRO2426;MS W2008 R2 STD Ed ROK E F I G S SW - 5CAL - media
QUO7863;5980;1;85;PRO2025;SQL Svr Standard Edtn 2008 English Disk Kit MVL DV
QUO7863;5978;6;2893.16;PRO2023;SQL Svr Standard Edtn 2008 Sngl OLP NL
QUO7864;5323;11;15000;PRO1911;1 GB DDR2 667 Mhz (Transcend)
QUO7865;2330;1;1600;PRO1449;APC UPS 1500VA USB & Serial 230V
QUO7866;5323;50;55;PRO1911;1 GB DDR2 667 Mhz (Transcend)
QUO7867;8527;1;1000;PRO2428;APC Replacement Battery Cartridge#7
QUO7868;8277;10;60;PRO2373;Trend Micro - Worry-Free Business Security v9
QUO7869;5969;2;14200;PRO2014;HP DL380 G6 E5520 Base EU Svr - 2U - Intel QC 2.26
QUO7869;5971;6;1350;PRO2016;HP146GB 10K SAS 2.5 DP
QUO7869;5976;2;2880;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7869;3019;5;100;PRO1507;Windows Server CAL 2008 Sngl OLP NL User CAL
QUO7869;5977;1;100;PRO2022;WinSvrStd 2008R2 64Bit ENG DiskKit MVL DVD
QUO7869;5978;1;3200;PRO2023;SQL Svr Standard Edtn 2008 Sngl OLP NL
QUO7869;5979;5;600;PRO2024;SQL CAL 2008 Sngl OLP NL User CAL
QUO7869;5980;1;100;PRO2025;SQL Svr Standard Edtn 2008 English Disk Kit MVL DV
QUO7869;5986;1;18500;PRO2031;Dyn CRM Ent Svr Sngl Lic/SA Pack OLP NL Qualified
QUO7869;5987;20;3800;PRO2032;Dyn CRM CAL Sngl Lic/SA Pack OLP NL User CAL Quali
QUO7869;5988;1;100;PRO2033;Dyn CRM Ent Svr 4.0 32-bit/64-bit English Disk Kit
QUO7869;4593;1;140000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7870;4593;1;30000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7871;5424;1;15000;PRO1932;BPS-CONSULTATION
QUO7872;6256;2;138000;PRO2069;IT OUTSOURCING
QUO7873;8151;10;5815;PRO2358;Fujitsu Fi-6230 VRS PRO Color Imaging Scanner
QUO7873;8567;10;2506;PRO2429;HP P3015dn
QUO7873;8568;4;2943;PRO2430;HP Color Laser Jet CP3525n Printer
QUO7873;8570;1;10590;PRO2431;CP 552n replaces clj 550 family
QUO7873;8572;10;1085;PRO2432;hp lj p2055dn
QUO7873;8577;1;40950;PRO2435;Toshiba e-Studio 3520
QUO7873;8579;32;4137;PRO2437;HP compaq 8100 Elite sff pc ,core i5
QUO7873;8575;32;655;PRO2433;HP LE 1901w 19 inch wide LCD Monitor
QUO7873;8576;32;277;PRO2434;OfficeProPlus 2010 SNGL OLP NL Academic
QUO7874;5554;1;21000;PRO1940;Managed Co-location
QUO7875;8588;5;4970;PRO2438;Fujitsu Fi-6230 VRS PRO
QUO7875;5323;1;55;PRO1911;1 GB DDR2 667 Mhz (Transcend)
QUO7876;8594;3;1295;PRO2440;LiteShow III
QUO7876;8593;3;4686;PRO2439;Sony Vaio VPC
QUO7877;8439;2;1450;PRO2414;HP B500
QUO7877;8469;2;470;PRO2421;LCD Monitor 18.5
QUO7878;7114;1;63664;PRO2214;Software Support
QUO7878;7114;1;16560;PRO2214;Software Support
QUO7878;7114;1;1133;PRO2214;Software Support
QUO7878;7114;1;22080;PRO2214;Software Support
QUO7878;7114;1;51520;PRO2214;Software Support
QUO7878;7114;1;33120;PRO2214;Software Support
QUO7878;7114;1;35696;PRO2214;Software Support
QUO7878;7114;1;56672;PRO2214;Software Support
QUO7878;7114;1;119555;PRO2214;Software Support
QUO7879;3764;1;1300;PRO1620;Web Hosting-Annual
QUO7880;3764;1;1500;PRO1620;Web Hosting-Annual
QUO7881;8151;2;4970;PRO2358;Fujitsu Fi-6230 VRS PRO Color Imaging Scanner
QUO7881;8594;1;1125;PRO2440;LiteShow III
QUO7881;8593;1;4074;PRO2439;Sony Vaio VPC
QUO7881;8579;23;2250;PRO2437;HP compaq 8100 Elite sff pc ,core i5
QUO7881;8576;23;236.44;PRO2434;OfficeProPlus 2010 SNGL OLP NL Academic
QUO7882;8046;100;50;PRO2349;ISNSC SSL Email Certificate
QUO7882;8668;100;200;PRO2445;Comodo Endpoint Security Manager
QUO7882;8669;1;61600;PRO2446;Cryptocard Blackshield Tokens
QUO7882;4593;1;30000;PRO1651;BSD-IMPLEMENTATION FEES
QUO7883;8671;1;62500;PRO2447;BPS-Oracle System Admin
QUO7884;7213;1;204000;PRO2252;BPS-SYSTEM ENGINEER
QUO7885;8742;1;150;PRO2448;Video Cable
QUO7886;8780;1;89862.6;PRO2449;Oracle Database Ent. Edt.Named user Perpetual
QUO7886;8781;1;20671.5;PRO2450;Oracle Database Ent. Edt–Named User
QUO7886;8789;1;1272.8;PRO2457;Internet Application Server Ent.Editon
QUO7886;8782;1;28940.1;PRO2451;Internet Developer Suite
QUO7886;8783;1;66149;PRO2452;Oracle Database Enterprise Edition
QUO7886;8784;1;64941;PRO2453;Internet Application Server
QUO7886;8785;1;45482;PRO2454;Real Application Clusters
QUO7886;8786;1;72681;PRO2455;Oracle Busn Intelligence Suite Ent. Edition Plus
QUO7887;8814;3;21150;PRO2459;Dell PowerEdge R510
QUO7887;8815;1;8625;PRO2460;Dell Servers 42U Cabinet
QUO7887;8816;1;11570;PRO2461;Rack Mount Keyboard + Monitor
QUO7887;8817;1;5800;PRO2462;UPS
QUO7887;8818;1;750;PRO2463;External HDD
QUO7887;8819;1;6500;PRO2464;Door Lock System
QUO7887;8820;1;2900;PRO2465;Network Switches Rack
QUO7887;8821;3;7500;PRO2466;Switches- HP
QUO7887;8822;1;18700;PRO2467;Firewall- CISCO
QUO7887;8823;1;2210;PRO2468;Dlink IP Camera
QUO7887;8824;1;11600;PRO2469;Environment Monitoring System
QUO7887;8825;1;7800;PRO2470;Wireless Setup
QUO7887;8826;1;3000;PRO2471;Earthing for One Rack
QUO7887;8827;1;10000;PRO2472;Installation and One(1) Yr Support
QUO7887;8830;4;4900;PRO2473;DELL Latitude E6320 : Standard Base
QUO7887;8832;5;4130;PRO2475;Inspiron One 2310
QUO7887;8835;1;10000;PRO2476;Project Management
QUO7887;8846;46;3950;PRO2477;Desktop Dell Optiplex 990 MT
QUO7888;8830;4;5600;PRO2473;DELL Latitude E6320 : Standard Base
QUO7889;8831;46;3600;PRO2474;Dell Optiplex 990MT
QUO7889;8832;5;4130;PRO2475;Inspiron One 2310
QUO7890;8860;1;490;PRO2478;MicrosoftAccess 2010 32-bit/x64 English
QUO7891;8867;1;3250;PRO2479;Microsoft License  SQLSvrStd 2008R2 SNGL OLP NL
QUO7891;8868;5;590;PRO2480;Microsoft License SQLCAL 2008R2 SNGL OLP NL UsrCAL
QUO7891;8869;5;325;PRO2481;Microsoft License  WinRmtDsktpSrvcsCAL 2008 SNGL O
QUO7891;8871;10;415;PRO2483;HP LTO5 Ultrium 3TB RW Data Tape
QUO7891;8870;2;10150;PRO2482;HP E2910-24G-PoE+ al Switch
QUO7891;7213;2;1500;PRO2252;BPS-SYSTEM ENGINEER
QUO7892;8876;1;500;PRO2484;HP LTO5 Ultrium RW Bar Code Label Pack 100pack
QUO7893;8905;1;40000;PRO2487;Software Implementation
QUO7893;8906;1;15000;PRO2488;Software Installation and Deployment Supervision
QUO7893;8910;1;3400;PRO2490;2000 Passive Tags
QUO7893;8911;1;6600;PRO2491;2 Antennas
QUO7893;8915;1;8000;PRO2494;2 Readers
QUO7893;8912;1;4000;PRO2492;1 Printer
QUO7893;8907;1;0;PRO2489;Product /Service Inclusions
QUO7893;8913;1;8000;PRO2493;TI Installation and Configuration
QUO7894;7160;1;1800;PRO2234;ISNSC SSL CERTIFICATE
QUO7895;8993;1;2000;PRO2495;Western Digital HDD 4TB
QUO7896;8594;1;1500;PRO2440;LiteShow III
QUO7897;9070;1;3590;PRO2497;DELL OptiPlex 990  Desktop Windows
QUO7897;9071;1;3450;PRO2498;DELL OptiPlex 990  Mini tower
QUO7897;9072;1;2980;PRO2499;DELL OptiPlex 790 Mini tower
QUO7897;9092;1;510;PRO2507;DELL 18.5 LED
QUO7897;9075;1;650;PRO2501;"DELL 20"" WLED monitor"
QUO7898;9078;2;11900;PRO2502;IBM  Express x3650 M3,  Xeon 6C E5645
QUO7898;9079;2;750;PRO2503;IBM Express 4GB Memory
QUO7898;9080;2;980;PRO2504;IBM Express 146 GB SAS HDD
QUO7899;9085;1;14720;PRO2505;Neverfail Onsite Installation
QUO7899;9086;3;34960;PRO2506;Neverfail for Exchange
QUO7900;9095;2;13545;PRO2508;Checkpoint EM 2300
QUO7900;9096;2000;1.75;PRO2509;Clear 4strip Labels 10X50
QUO7900;9097;1;5420;PRO2510;Security label de activation unit (counter)
QUO7900;9098;1;6320;PRO2511;Security label re activation unit – counter
QUO7900;9099;2;7945;PRO2512;Mono Electronics Central Unit
QUO7900;9100;1;3340;PRO2513;Cewo Barcode printer
QUO7900;9101;1;885;PRO2514;USB Barcode scanner
QUO7900;7258;1;2500;PRO2272;Installation,Testing & comissioning
QUO7901;9095;2;6500;PRO2508;Checkpoint EM 2300
QUO7901;9096;2000;1.75;PRO2509;Clear 4strip Labels 10X50
QUO7901;9097;1;4420;PRO2510;Security label de activation unit (counter)
QUO7901;9098;1;3320;PRO2511;Security label re activation unit – counter
QUO7901;9099;2;4200;PRO2512;Mono Electronics Central Unit
QUO7901;7258;1;2500;PRO2272;Installation,Testing & comissioning
QUO7902;9112;5;165;PRO2515;EXT>Telephone cable termination testing and labeli
QUO7902;9113;2;160;PRO2516;Fax Telephone cable termination testing and labeli
QUO7902;9114;1;750;PRO2517;PABX system
QUO7902;9115;1;450;PRO2518;Etisalat cable lines tracing and testing including
QUO7903;9126;15;630;PRO2523;HP COMPAQ LE1711 LCD Monitor
QUO7903;9125;15;2400;PRO2522;HP Pro 3300 MT, Intel Core i3-2100 -WIN 7
QUO7904;9131;1;215;PRO2527;Pvc trunking job with material and fixing.
QUO7904;9130;3;15;PRO2526;Cat5e RJ 45 keystone jack. (JE/DATA COM)
QUO7904;9129;3;10;PRO2525;Face plate  3*3 (JE/DATA COM)
QUO7904;9128;3;145;PRO2524;Data network cable
QUO7904;9132;1;750;PRO2528;Wirless acces point shifting and re installation
QUO7905;9128;13;140;PRO2524;Data network cable
QUO7905;9137;1;450;PRO2530;DSL line connectivity from Etisalat router
QUO7905;9136;4;740;PRO2529;Connectivity between IDF1
QUO7905;9131;1;1475;PRO2527;Pvc trunking job with material and fixing.
QUO7905;9129;13;7;PRO2525;Face plate  3*3 (JE/DATA COM)
QUO7905;9207;4;500;PRO2548;Projector Shifting and reinstallation
QUO7905;9130;13;13;PRO2526;Cat5e RJ 45 keystone jack. (JE/DATA COM)
QUO7905;9138;1;350;PRO2531;16port Data switch Dlink
QUO7906;9144;1;1790;PRO2532;Panasonic PABX System
QUO7907;9157;1;380;PRO2534;Video Card for Desktop Zotac 1Gb
QUO7907;9156;1;340;PRO2533;Video Card for Desktop Zotac 512mb
QUO7908;2292;1;30;PRO1428;1U Brush Panel
QUO7908;9230;9;150;PRO2551;Cat6 Data network cable
QUO7908;9129;9;5.5;PRO2525;Face plate  3*3 (JE/DATA COM)
QUO7908;9231;9;10.5;PRO2552;Cat6 RJ 45 keystone jack
QUO7908;9131;1;800;PRO2527;Pvc trunking job with material and fixing.
QUO7908;9170;1;250;PRO2536;24 port data switch
QUO7909;9173;1;325;PRO2538;Panasonic Telephone
QUO7910;9078;3;11100;PRO2502;IBM  Express x3650 M3,  Xeon 6C E5645
QUO7910;9205;3;500;PRO2547;4GB (1x4GB, 1Rx4, 1.35V)
QUO7910;9200;12;1070;PRO2542;Express IBM 300 GB 2.5in SFF
QUO7910;9201;1;4500;PRO2543;NetBAY S2 42U Standard Rack Cabinet
QUO7910;9202;1;2600;PRO2544;NetBAY 1.5m KVM Conversion Option pack
QUO7910;9203;1;2700;PRO2545;IBM Local 1x8 Console Manager (LCM8)
QUO7910;5976;2;2650;PRO2021;WinSvrStd 2008R2 SNGL OLP NL
QUO7910;7129;5;630;PRO2220;SQLCAL 2008R2 SNGL OLP NL UsrCAL
QUO7910;9197;4;2920;PRO2539;EDGE 91 - SFF
QUO7910;9198;4;750;PRO2540;L197w 19'' Monitor
QUO7910;9199;1;740;PRO2541;L1711p 17 Monitor
QUO7910;7128;1;3410;PRO2219;SQLSvrStd 2008R2 SNGL OLP NL
QUO7911;7213;6;3600;PRO2252;BPS-SYSTEM ENGINEER
QUO7911;9214;5;1800;PRO2549;BPS-SYSTEM ENGINEER
QUO7912;9234;1;3200;PRO2554;Sony VPL e-series Data Projector
QUO7912;9233;1;2200;PRO2553;Samsung PICO PROJECTOR- portable
QUO7913;9234;1;3200;PRO2554;Sony VPL e-series Data Projector
QUO7913;3105;1;300;PRO1527;Video Projector Screen
QUO7913;9315;1;150;PRO2586;Installation Services
QUO7914;8487;2;19010.88;PRO2425;HP DL380 G7 SFF Svr E5620
QUO7914;9284;1;19010.88;PRO2556;Database Server
QUO7914;9285;1;150000;PRO2557;Hardware Installation,Configuration
QUO7914;9286;1;250000;PRO2558;Technology Infrastucture Configuration
QUO7914;9287;1;360000;PRO2559;Hardware Support and Maintenance
QUO7914;9293;1;1000000;PRO2565;Server Software Licenses
QUO7914;9441;25;7341.6;PRO2649;HP Pavilion dv8- Intel Quad Core i7-720QM
QUO7914;8568;12;2743.44;PRO2430;HP Color Laser Jet CP3525n Printer
QUO7914;9307;1;800000;PRO2579;Network
QUO7914;9288;1;1000000;PRO2560;Software Licenses
QUO7914;9292;1;100000;PRO2564;Software Installation
QUO7914;9294;1;100000;PRO2566;Software Configuration
QUO7914;9295;1;250000;PRO2567;End User Training
QUO7914;9296;1;250000;PRO2568;Operator Training
QUO7914;9297;1;100000;PRO2569;Administrator Training
QUO7914;9298;1;1000000;PRO2570;Software Support and Maintenance
QUO7914;9299;1;680000;PRO2571;Assets Collection
QUO7914;9300;1;850000;PRO2572;Assets Labelling
QUO7914;9301;1;650000;PRO2573;Assets Immigration and Data Entry
QUO7914;9302;1;550000;PRO2574;Medical Assets Specifications Gathering
QUO7914;9303;1;650000;PRO2575;Medical Assets Maintenance Procedures Gathering
QUO7914;9304;1;400000;PRO2576;Medical Assets Preventive Maintenance Procedures G
QUO7914;9305;1;650000;PRO2577;Medical Assets Knowledge Base Immigration and Data
QUO7914;9306;1;2000000;PRO2578;Project Management
QUO7915;9309;13;1864.8;PRO2580;IP Fixed Mini Dome Camera, day/night
QUO7915;9310;4;3726;PRO2581;H.264 EQUIP Series 1/4 Progressive scan
QUO7915;9311;4;974.4;PRO2582;3-8mm F1.2 varifocal,CS,high definition/mpix
QUO7915;9312;4;535.2;PRO2583;"15"" indoor/outdoor enclosure w/mount&sunshield"
QUO7915;9313;1;36111.6;PRO2584;MAXPRO NVR SE,4tb removable HD
QUO7915;9314;1;900;PRO2585;"21"" LCD Monitor(Samsung/LG)"
QUO7916;9317;1;3222;PRO2588;WIN-PAK Access Control Software
QUO7916;9318;1;6581;PRO2589;PRO-2200 Network Kit
QUO7916;9319;7;1040;PRO2590;PRO-2200 Dual Reader Module
QUO7916;9320;1;4560;PRO2591;4G V Flex/Secugen Optical/HID Prox
QUO7916;9321;13;468;PRO2592;HID Proximity compatible mullion reader,wiegand ou
QUO7916;9322;100;28;PRO2593;125Khz Proximity card , ISO Glossy white
QUO7916;9323;14;48;PRO2594;SURFACE MNT CONT WH,HNYWL Logo
